num,setup,punch,text,humor,type,connector,typeall,connectorall,nopair
1169,Научил попугая говорить «Спасибо».,Ему очень понравилось.,Научил попугая говорить «Спасибо». Ему очень понравилось.,0,,,RL, setup,
1170,"Ожидающему у роддома отцу медсестра выносит тройню:
— А вас не пугает, что их так много? — Нет… ","— Тогда держите этих, а я за остальными сбегаю!","Ожидающему у роддома отцу медсестра выносит тройню:
— А вас не пугает, что их так много?
— Нет…
— Тогда держите этих, а я за остальными сбегаю!",1,GP, setup,GP, setup,
1170,"Ожидающему у роддома отцу медсестра выносит тройню:
— А вас не пугает, что их так много? — Нет… ","— Тогда держите этих, а я за матерью сбегаю!","Ожидающему у роддома отцу медсестра выносит тройню:
— А вас не пугает, что их так много?
— Нет…
— Тогда держите этих, а я за матерью сбегаю!",0,,,GP, setup,
1171,"— Обвиняемый, что ещё вы хотели бы сказать в своё оправдание? ","— Ваша честь, я прошу принять во внимание молодость и неопытность моего адвоката.","— Обвиняемый, что ещё вы хотели бы сказать в своё оправдание?
— Ваша честь, я прошу принять во внимание молодость и неопытность моего адвоката.",1,GP, setup,GP, setup,
1171,"— Обвиняемый, что ещё вы хотели бы сказать в своё оправдание? ","— Ваша честь, я прошу принять во внимание мою молодость и неопытность.","— Обвиняемый, что ещё вы хотели бы сказать в своё оправдание?
— Ваша честь, я прошу принять во внимание мою молодость и неопытность.",0,,,GP, setup,
1172,"Говорят, что кошки и дрессировка несовместимы. Это неправда. ",Мой кот выдрессировал меня за два дня.,"Говорят, что кошки и дрессировка несовместимы. Это неправда.
Мой кот выдрессировал меня за два дня.",1,GP, setup,GP, setup,
1172,"Говорят, что кошки и дрессировка несовместимы. Это неправда. ",Я выдрессировал своего кота за два дня.,"Говорят, что кошки и дрессировка несовместимы. Это неправда.
Я выдрессировал своего кота за два дня.",0,,,GP, setup,
1173,"Приходит уставший муж домой:
— Дорогая, что ты мне сегодня приготовила? ","Поправив передник, жена залезла на табурет:
— Песню!","Приходит уставший муж домой:
— Дорогая, что ты мне сегодня приготовила?
Поправив передник, жена залезла на табурет:
— Песню!",1,GP, setup,GP, setup,
1173,"Приходит уставший муж домой:
— Дорогая, что ты мне сегодня приготовила? ","Поправив передник, жена подошла к столу:
— Пирог!","Приходит уставший муж домой:
— Дорогая, что ты мне сегодня приготовила?
Поправив передник, жена подошла к столу:
— Пирог!",0,,,GP, setup,
1174,"Сводила детей в зоопарк. Дети рычали, пищали, кричали, махали руками. ","Надеюсь, звери остались довольны.","Сводила детей в зоопарк. Дети рычали, пищали, кричали, махали руками. Надеюсь, звери остались довольны.",1,RL, setup,RL, setup,
1174,"Сводила детей в зоопарк. Дети рычали, пищали, кричали, махали руками. ","Надеюсь, они остались довольны.","Сводила детей в зоопарк. Дети рычали, пищали, кричали, махали руками. Надеюсь, они остались довольны.",0,,,RL, setup,
1175,"— Дорогая, что у нас сегодня на ужин? — Ничего… — Вчера тоже было ничего! ",— Приготовила на два дня…,"— Дорогая, что у нас сегодня на ужин?
— Ничего…
— Вчера тоже было ничего!
— Приготовила на два дня…",1,RL, setup,RL, setup,
1175,"— Дорогая, что у нас сегодня на ужин? — Ничего… — Вчера тоже было ничего! ",— Всего-то два дня…,"— Дорогая, что у нас сегодня на ужин?
— Ничего…
— Вчера тоже было ничего!
— Всего-то два дня…",0,,,RL, setup,
1176,"Каждое утро, когда звонит будильник, первым делом просыпается желание убивать,",а потом уже я.,"Каждое утро, когда звонит будильник, первым делом просыпается желание убивать, а потом уже я.",1,RL, setup,RL, setup,
1176,"Каждое утро, когда звонит будильник, первым делом просыпается моя жена,",а потом уже я.,"Каждое утро, когда звонит будильник, первым делом просыпается моя жена, а потом уже я.",0,,,RL, setup,
1177,— Ты почему не следишь за собой?,— А я себя ни в чем не подозреваю.,"— Ты почему не следишь за собой?
— А я себя ни в чем не подозреваю.",1,RL,,RL,,
1177,— Ты почему не следишь за собой?,— А я и так ужасно не выгляжу.,"— Ты почему не следишь за собой?
— А я и так ужасно не выгляжу.",0,,,RL,,
1178,"— Ой, девчонки, а я так комплексую по поводу своей внешности! — Да ладно! Бери пример с меня! ","Я, например, совершенно не комплексую по поводу твоей внешности!","— Ой, девчонки, а я так комплексую по поводу своей внешности!
— Да ладно! Бери пример с меня! Я, например, совершенно не комплексую по поводу твоей внешности!",1,GP, setup,GP, setup,
1178,"— Ой, девчонки, а я так комплексую по поводу своей внешности! — Да ладно! Бери пример с меня! ","Я, например, совершенно не комплексую по поводу своей внешности!","— Ой, девчонки, а я так комплексую по поводу своей внешности!
— Да ладно! Бери пример с меня! Я, например, совершенно не комплексую по поводу своей внешности!",0,,,GP, setup,
1179,"— Так, сынок, шажочек, ещё шажочек. Молодец. ","Маша, неси быстрей камеру — сын с выпускного вернулся!","— Так, сынок, шажочек, ещё шажочек. Молодец. Маша, неси быстрей камеру — сын с выпускного вернулся!",1,GP, setup,GP, setup,
1179,"— Так, сынок, шажочек, ещё шажочек. Молодец. ","Маша, неси быстрей камеру — сын делает первые шаги!","— Так, сынок, шажочек, ещё шажочек. Молодец. Маша, неси быстрей камеру — сын делает первые шаги!",0,,,GP, setup,
1180,"— Вы очаровательны! — Увы, не могу сказать о вас того же. — Хорошо, тогда сделайте как я. ",Соврите.,"— Вы очаровательны!
— Увы, не могу сказать о вас того же.
— Хорошо, тогда сделайте как я. Соврите.",1,C, setup,C, setup,nopair
1181,"Девушка и парень собираются жить вместе и обговаривают на берегу возможные бытовые проблемы. Девушка говорит:
— Значит, я буду готовить и убирать. А ты что будешь делать? — Я буду пить пиво и есть мясо. — А из полезного? — допытывается девушка. ",— А из полезного — овощи…,"Девушка и парень собираются жить вместе и обговаривают на берегу возможные бытовые проблемы. Девушка говорит:
— Значит, я буду готовить и убирать. А ты что будешь делать?
— Я буду пить пиво и есть мясо.
— А из полезного? — допытывается девушка.
— А из полезного — овощи…",1,RL, setup,RL, setup,
1181,"Девушка и парень собираются жить вместе и обговаривают на берегу возможные бытовые проблемы. Девушка говорит:
— Значит, я буду готовить и убирать. А ты что будешь делать? — Я буду пить пиво и есть мясо. — А из полезного? — допытывается девушка. ",— А из полезного — ремонт…,"Девушка и парень собираются жить вместе и обговаривают на берегу возможные бытовые проблемы. Девушка говорит:
— Значит, я буду готовить и убирать. А ты что будешь делать?
— Я буду пить пиво и есть мясо.
— А из полезного? — допытывается девушка.
— А из полезного — ремонт…",0,,,RL, setup,
1182,"Меня жена замучила: «Ножи дома тупые, ножи дома тупые!..» ","А то, что дети дома тупые, её не волнует.","Меня жена замучила: «Ножи дома тупые, ножи дома тупые!..»
А то, что дети дома тупые, её не волнует.",1,C,,C,,nopair
1183,"Перед тем как сделать девушке предложение, приглядитесь к её матери: если она моложава и привлекательна, следит за собой, прекрасно готовит и квартира её всегда блестит, да при всём при этом у неё хорошая высокооплачиваемая работа, то, может,",лучше сделать предложение маме.,"Перед тем как сделать девушке предложение, приглядитесь к её матери: если она моложава и привлекательна, следит за собой, прекрасно готовит и квартира её всегда блестит, да при всём при этом у неё хорошая высокооплачиваемая работа, то, может, лучше сделать предложение маме.",1,GP, setup setup,GP, setup setup,
1183,"Перед тем как сделать девушке предложение, приглядитесь к её матери: если она моложава и привлекательна, следит за собой, прекрасно готовит и квартира её всегда блестит, да при всём при этом у неё хорошая высокооплачиваемая работа, то, может,",девушка будет такой же.,"Перед тем как сделать девушке предложение, приглядитесь к её матери: если она моложава и привлекательна, следит за собой, прекрасно готовит и квартира её всегда блестит, да при всём при этом у неё хорошая высокооплачиваемая работа, то, может, девушка будет такой же.",0,,,GP, setup setup,
1184,"Пресс-конференция союза метеорологов. Вопрос из зала:
— На какой день Вы, метеорологи, можете дать точный прогноз погоды? ",— Только на вчера.,"Пресс-конференция союза метеорологов. Вопрос из зала:
— На какой день Вы, метеорологи, можете дать точный прогноз погоды?
— Только на вчера.",1,RL, setup,RL, setup,
1184,"Пресс-конференция союза метеорологов. Вопрос из зала:
— На какой день Вы, метеорологи, можете дать точный прогноз погоды? ",— Только на завтра.,"Пресс-конференция союза метеорологов. Вопрос из зала:
— На какой день Вы, метеорологи, можете дать точный прогноз погоды?
— Только на завтра.",0,,,RL, setup,
1185,"Пьяный мужик подобрал кота и приходит домой. Открывает жена. Мужик говорит: 
— А это обезьяна из джунглей. — Ну какая же это обезьяна, — с улыбкой говорит жена, — это кот. — Не мешай. ",Я с котом разговариваю.,"Пьяный мужик подобрал кота и приходит домой. Открывает жена. Мужик говорит: 
— А это обезьяна из джунглей.
— Ну какая же это обезьяна, — с улыбкой говорит жена, — это кот. — Не мешай. Я с котом разговариваю.",1,C,,C,,nopair
1186,В отделе кадров. — У вас есть рекомендации с прежнего места работы?,"— Да, мне как раз там и порекомендовали поискать другую работу.","В отделе кадров.
— У вас есть рекомендации с прежнего места работы? — Да, мне как раз там и порекомендовали поискать другую работу. ",1,GP, setup,GP, setup,
1186,В отделе кадров. — У вас есть рекомендации с прежнего места работы?,"— Да, меня как раз там порекомендовали как ведущего специалиста.","В отделе кадров.
— У вас есть рекомендации с прежнего места работы? — Да, меня как раз там порекомендовали как ведущего специалиста. ",0,,,GP, setup,
1187,"Маленькая Анечка говорит кассирше супермаркета:
— Вы вчера ошиблись на сто рублей, когда давали мне сдачу! — Но ты должна была сразу же тогда и сказать об этом, — мягко возражает кассирша, ласково глядя на ребенка, чтобы не обидеть её своим категоричным отказом, — сейчас уже поздно это выяснять… ","— Ну хорошо, — соглашается Анечка, — тогда я оставлю их себе…","Маленькая Анечка говорит кассирше супермаркета:
— Вы вчера ошиблись на сто рублей, когда давали мне сдачу!
— Но ты должна была сразу же тогда и сказать об этом, — мягко возражает кассирша, ласково глядя на ребенка, чтобы не обидеть её своим категоричным отказом, — сейчас уже поздно это выяснять…
— Ну хорошо, — соглашается Анечка, — тогда я оставлю их себе…",1,GP, setup,GP, setup,
1187,"Маленькая Анечка говорит кассирше супермаркета:
— Вы вчера ошиблись на сто рублей, когда давали мне сдачу! — Но ты должна была сразу же тогда и сказать об этом, — мягко возражает кассирша, ласково глядя на ребенка, чтобы не обидеть её своим категоричным отказом, — сейчас уже поздно это выяснять… ","— Ну хорошо, — соглашается Анечка, — тогда я больше не приду…","Маленькая Анечка говорит кассирше супермаркета:
— Вы вчера ошиблись на сто рублей, когда давали мне сдачу!
— Но ты должна была сразу же тогда и сказать об этом, — мягко возражает кассирша, ласково глядя на ребенка, чтобы не обидеть её своим категоричным отказом, — сейчас уже поздно это выяснять…
— Ну хорошо, — соглашается Анечка, — тогда я больше не приду…",0,,,GP, setup,
1188,"На приёме у врача:
— Знаете, больной, когда я рассматривал вашу флюорографию, я обнаружил чудовищную ошибку… — Доктор, у меня рак?! — Хуже, больной, хуже… Больной падает в обморок. ","— Вы проживаете по адресу, который не обслуживается нашей поликлиникой…","На приёме у врача:
— Знаете, больной, когда я рассматривал вашу флюорографию, я обнаружил чудовищную ошибку…
— Доктор, у меня рак?!
— Хуже, больной, хуже…
Больной падает в обморок.
— Вы проживаете по адресу, который не обслуживается нашей поликлиникой…",1,GP, setup,GP, setup,
1188,"На приёме у врача:
— Знаете, больной, когда я рассматривал вашу флюорографию, я обнаружил чудовищную ошибку… — Доктор, у меня рак?! — Хуже, больной, хуже… Больной падает в обморок. ","— Вы болеете тем, что еще доктора не умеют лечить…","На приёме у врача:
— Знаете, больной, когда я рассматривал вашу флюорографию, я обнаружил чудовищную ошибку…
— Доктор, у меня рак?!
— Хуже, больной, хуже…
Больной падает в обморок.
— Вы болеете тем, что еще доктора не умеют лечить…",0,,,GP, setup,
1189,"Жена уехала в командировку. Муж будит ребёнка и ведёт в садик. Пришли в один, а им говорят:
— Это не наш ребёнок! Пришли в другой — та же история. Садятся в автобус едут к третьему садику. ","Тут ребёнок и говорит: — Папа, ещё один садик и я в школу опоздаю!","Жена уехала в командировку. Муж будит ребёнка и ведёт в садик. Пришли в один, а им говорят:
— Это не наш ребёнок! Пришли в другой — та же история. Садятся в автобус едут к третьему садику. Тут ребёнок и говорит: — Папа, ещё один садик и я в школу опоздаю!",1,GP, setup,GP, setup,
1189,"Жена уехала в командировку. Муж будит ребёнка и ведёт в садик. Пришли в один, а им говорят:
— Это не наш ребёнок! Пришли в другой — та же история. Садятся в автобус едут к третьему садику. ","Тут ребёнок и говорит: — Папа, ещё один не тот садик и я опоздаю!","Жена уехала в командировку. Муж будит ребёнка и ведёт в садик. Пришли в один, а им говорят:
— Это не наш ребёнок! Пришли в другой — та же история. Садятся в автобус едут к третьему садику. Тут ребёнок и говорит: — Папа, ещё один не тот садик и я опоздаю!",0,,,GP, setup,
1190,"— На приёме у врача. — Ну, проходите, проходите. Что-то мне ваше лицо уж очень знакомо. Вы у меня в прошлом году были? — Ну, был… — А-а-а, вспоминаю, вспоминаю… Семёнов?! — Ну да, Семёнов… — Ага! Плеврит?! — Нет. ",Николай.,"— На приёме у врача.
— Ну, проходите, проходите. Что-то мне ваше лицо уж очень знакомо. Вы у меня в прошлом году были?
— Ну, был…
— А-а-а, вспоминаю, вспоминаю… Семёнов?!
— Ну да, Семёнов…
— Ага! Плеврит?!
— Нет. Николай.",1,RL, setup,RL, setup,
1190,"— На приёме у врача. — Ну, проходите, проходите. Что-то мне ваше лицо уж очень знакомо. Вы у меня в прошлом году были? — Ну, был… — А-а-а, вспоминаю, вспоминаю… Семёнов?! — Ну да, Семёнов… — Ага! Плеврит?! — Нет. ",Бронхит.,"— На приёме у врача.
— Ну, проходите, проходите. Что-то мне ваше лицо уж очень знакомо. Вы у меня в прошлом году были?
— Ну, был…
— А-а-а, вспоминаю, вспоминаю… Семёнов?!
— Ну да, Семёнов…
— Ага! Плеврит?!
— Нет. Бронхит.",0,,,RL, setup,
1191,— Ваша овчарка оканчивала школу служебных собак? — Обижаете.,Она там преподаёт.,"— Ваша овчарка оканчивала школу служебных собак?
— Обижаете. Она там преподаёт.",1,RL, setup,RL, setup,
1191,— Ваша овчарка оканчивала школу служебных собак? — Обижаете.,Она там лучшая.,"— Ваша овчарка оканчивала школу служебных собак?
— Обижаете. Она там лучшая.",0,,,RL, setup,
1192,"— Пап, мне холодно! — Встань в угол! — Но почему, пап? ",— Там девяносто градусов!,"— Пап, мне холодно!
— Встань в угол!
— Но почему, пап?
— Там девяносто градусов!",1,C,,C,,
1192,"— Пап, мне холодно! — Встань в угол! — Но почему, пап? ",— Там батарея стоит!,"— Пап, мне холодно!
— Встань в угол!
— Но почему, пап?
— Там батарея стоит!",0,,,C,,
1193,Вчера с такой классной девчонкой познакомился в театре!,"Взял у неё номерок, забрал по нему пальто и ушёл.","Вчера с такой классной девчонкой познакомился в театре! Взял у неё номерок, забрал по нему пальто и ушёл.",1,GP, setup,GP, setup,
1193,Вчера с такой классной девчонкой познакомился в театре!,"Взял у неё номерок, поболтал с ней немного и ушёл.","Вчера с такой классной девчонкой познакомился в театре! Взял у неё номерок, поболтал с ней немного и ушёл.",0,,,GP, setup,
1194,"- Звонок для учителя! - Женщина, мне пофиг, что вы учитель! ",Верните звонок обратно на мой велосипед!,"- Звонок для учителя!
- Женщина, мне пофиг, что вы учитель! Верните звонок обратно на мой велосипед!",1,GP, setup,GP, setup,
1194,"- Звонок для учителя! - Вообще, мне пофиг, что вы учитель! ",У меня есть право уходить на перемену!,"- Звонок для учителя!
- Вообще, мне пофиг, что вы учитель! У меня есть право уходить на перемену!",0,,,GP, setup,
1195,"- Мам, можно я еще погуляю?! ","- Дочь, не выдумывай, регистрация брака через 15 минут.","- Мам, можно я еще погуляю?!
- Дочь, не выдумывай, регистрация брака через 15 минут.",1,GP, setup,GP, setup,
1195,"- Мам, можно я еще погуляю?! ","- Дочь, не выдумывай, одиннадцать наступит через 15 минут.","- Мам, можно я еще погуляю?!
- Дочь, не выдумывай, одиннадцать наступит через 15 минут.",0,,,GP, setup,
1196,"Ждали гостей, делал мясную нарезку... ","Естественно, нарезался.","Ждали гостей, делал мясную нарезку... Естественно, нарезался.",1,C,,C,,
1196,"Ждали гостей, делал мясную нарезку... ","Естественно, нарезал.","Ждали гостей, делал мясную нарезку... Естественно, нарезал.",0,,,C,,
1197,"- Что делать, если девушка охладела? ",- Хоронить.,"- Что делать, если девушка охладела? - Хоронить.",1,RL, setup,RL, setup,
1197,"- Что делать, если девушка охладела? ",- Расставаться.,"- Что делать, если девушка охладела? - Расставаться.",0,,,RL, setup,
1197,"- Что делать, если девушка охладела? ",- Бросать.,"- Что делать, если девушка охладела? - Бросать.",0,,,RL, setup,
1198,"— А вот хуй вам! — радостно сказал курьер из секс-шопа,",вручая посылку.,"— А вот хуй вам! — радостно сказал курьер из секс-шопа, вручая посылку.",1,RL, setup,RL, setup,
1198,"— А вот посылка вам! — радостно сказал курьер из секс-шопа,",вручая посылку.,"— А вот посылка вам! — радостно сказал курьер из секс-шопа, вручая посылку.",0,,,RL, setup,
1199,"Вот сейчас напрягусь, соберу последние силы и...",как лягу поудобнее.,"Вот сейчас напрягусь, соберу последние силы и... как лягу поудобнее.",1,GP, setup,GP, setup,
1199,"Вот сейчас напрягусь, соберу последние силы и...",как сделаю дела.,"Вот сейчас напрягусь, соберу последние силы и... как сделаю дела.",0,,,GP, setup,
1200,"Когда я попросил Алису выйти за меня замуж, она дала ответ, полный нежности, романтики, проницательности, красоты и теплоты:
—",Нет.,"Когда я попросил Алису выйти за меня замуж, она дала ответ, полный нежности, романтики, проницательности, красоты и теплоты:
— Нет.",1,GP, setup,GP, setup,
1200,"Когда я попросил Алису выйти за меня замуж, она дала ответ, полный нежности, романтики, проницательности, красоты и теплоты:
—",Ах.,"Когда я попросил Алису выйти за меня замуж, она дала ответ, полный нежности, романтики, проницательности, красоты и теплоты:
— Ах.",0,,,GP, setup,
1201,"Любая цель достижима,",если поставить её рядом с диваном.,"Любая цель достижима, если поставить её рядом с диваном.",1,C,,C,,
1201,"Любая цель достижима,",если поставить её в реалистичном виде.,"Любая цель достижима, если поставить её в реалистичном виде.",0,,,C,,
1202,- Вам мозги компостируют?,"- Нет, у меня проездной.","- Вам мозги компостируют?
- Нет, у меня проездной.",1,C,,C,,
1202,- Вам билеты компостируют?,"- Нет, у меня проездной.","- Вам билеты компостируют?
- Нет, у меня проездной.",0,,,C,,
1203,- Какую суперспособность ты бы хотела?,- Платежеспособность.,"- Какую суперспособность ты бы хотела?
- Платежеспособность.",1,RL, setup,RL, setup,
1203,- Какую суперспособность ты бы хотела?,- Суперскорость.,"- Какую суперспособность ты бы хотела?
- Суперскорость.",0,,,RL, setup,
1204,"- Работа у нас исключительно сидячая, на дому! - Это какая же? ",- Промышленный альпинизм!,"- Работа у нас исключительно сидячая, на дому!
- Это какая же?
- Промышленный альпинизм!",1,GP, setup,GP, setup,
1204,"- Работа у нас исключительно сидячая, на дому! - Это какая же? ",- Промышленный дизайн!,"- Работа у нас исключительно сидячая, на дому!
- Это какая же?
- Промышленный дизайн!",0,,,GP, setup,
1205,"Парень приходит в женское общежитие. Вахтерша его спрашивает:
— Вы к кому? ",— А вы к кому бы посоветовали?,"Парень приходит в женское общежитие. Вахтерша его спрашивает:
— Вы к кому?
— А вы к кому бы посоветовали?",1,GP, setup,GP, setup,
1206,"— Парень приходит в женское общежитие. Вахтерша его спрашивает:
— Вы к кому? ","— А вы знаете, где Лена Петрова живёт?","— Парень приходит в женское общежитие. Вахтерша его спрашивает:
— Вы к кому?
— А вы знаете, где Лена Петрова живёт?",0,,,GP, setup,
1207,Предвзятое отношение —,это отношение к человеку перед взяткой.,Предвзятое отношение — это отношение к человеку перед взяткой.,1,RL,,RL,,
1207,Предвзятое отношение —,это отношение к человеку перед знакомством.,Предвзятое отношение — это отношение к человеку перед знакомством.,0,,,RL,,
1208,"Позвонил будильник,",а я так и не решился ответить.,"Позвонил будильник, а я так и не решился ответить.",1,GP, setup,GP, setup,
1208,"Позвонил начальник,",а я так и не решился ответить.,"Позвонил начальник, а я так и не решился ответить.",0,,,GP, setup,
1209,"- Представляешь? Сегодня ночью разбили стекло в машине, выдернули магнитолу. - Ты обратился в полицию? - Обратился. ","Сказали, что не они.","- Представляешь? Сегодня ночью разбили стекло в машине, выдернули магнитолу.
- Ты обратился в полицию?
- Обратился. Сказали, что не они.",1,GP, setup,GP, setup,
1209,"- Представляешь? Сегодня ночью разбили стекло в машине, выдернули магнитолу. - Ты обратился в полицию? - Обратился. ","Сказали, что не находили.","- Представляешь? Сегодня ночью разбили стекло в машине, выдернули магнитолу.
- Ты обратился в полицию?
- Обратился. Сказали, что не находили.",0,,,GP, setup,
1210,В нашей семье по утрам зарядкой,занимается только мобильник.,В нашей семье по утрам зарядкой занимается только мобильник.,1,GP, setup,GP, setup,
1210,В нашей семье по утрам зарядкой,занимается только сын.,В нашей семье по утрам зарядкой занимается только сын.,0,,,GP, setup,
1211,Каждое лето мы с друзьями собираемся на море.,"Каждое следующее лето, не это, разумеется.","Каждое лето мы с друзьями собираемся на море. Каждое следующее лето, не это, разумеется.",1,GP, setup,GP, setup,
1211,Каждое лето мы с друзьями собираемся на море.,"Каждым следующим лето едем, не этим, разумеется.","Каждое лето мы с друзьями собираемся на море. Каждым следующим лето едем, не этим, разумеется.",0,,,GP, setup,
1212,Женщина!,"Не доводи мужа до кипения, а то он может испариться!","Женщина! Не доводи мужа до кипения, а то он может испариться!",1,RL, setup,RL, setup,
1212,Женщина!,"Не доводи мужа до истерики, а то он может испариться!","Женщина! Не доводи мужа до истерики, а то он может испариться!",0,,,RL, setup,
1212,Женщина!,"Не доводи мужа до кипения, а то он может разозлиться!","Женщина! Не доводи мужа до кипения, а то он может разозлиться!",0,,,RL, setup,
1213,"В тюрьме. Сокамерник спрашивает заключенного:
﻿﻿— Почему вы здесь? ﻿﻿— Да видите ли... Как вам сказать... — Так и скажите: почему вы здесь? ",— Да потому что не выпускают!,"В тюрьме. Сокамерник спрашивает заключенного:
﻿﻿— Почему вы здесь?
﻿﻿— Да видите ли... Как вам сказать...
— Так и скажите: почему вы здесь?
— Да потому что не выпускают!",1,RL, setup,RL, setup,
1213,"В тюрьме. Сокамерник спрашивает заключенного:
﻿﻿— Почему вы здесь? ﻿﻿— Да видите ли... Как вам сказать... — Так и скажите: почему вы здесь? ",— Да потому что убил!,"В тюрьме. Сокамерник спрашивает заключенного:
﻿﻿— Почему вы здесь?
﻿﻿— Да видите ли... Как вам сказать...
— Так и скажите: почему вы здесь?
— Да потому что убил!",0,,,RL, setup,
1214,До электрических скатов были,скаты внутреннего сгорания.,До электрических скатов были скаты внутреннего сгорания.,1,C,,C,,
1214,До электрических двигателей были,двигателей внутреннего сгорания.,До электрических двигателей были двигателей внутреннего сгорания.,0,,,C,,
1214,До электрических скатов были,другие электрические рыбы.,До электрических скатов были другие электрические рыбы.,0,,,C,,
1215,"Во время секса я обычно сверху,",этажом выше.,"Во время секса я обычно сверху, этажом выше.",1,GP, setup,GP, setup,
1215,"Во время секса я обычно сверху,",любимая поза.,"Во время секса я обычно сверху, любимая поза.",0,,,GP, setup,
1216,Заходит давление,в один бар.,Заходит давление в один бар.,1,C,,C,,
1216,Заходит мужик,в один бар.,Заходит мужик в один бар.,0,,,C,,
1216,Заходит вес,в один бар.,Заходит вес в один бар.,0,,,C,,
1217,"Бывает звонят с незнакомого номера, а ты трубку не берешь. Боишься, что это маньяк. ","А потом понимаешь, что это могут с работы могут звонить, и вообще телефон выключаешь.","Бывает звонят с незнакомого номера, а ты трубку не берешь. Боишься, что это маньяк. А потом понимаешь, что это могут с работы могут звонить, и вообще телефон выключаешь.",1,GP, setup,GP, setup,
1217,"Бывает звонят с незнакомого номера, а ты трубку не берешь. Боишься, что это маньяк. ","А потом понимаешь, что это могут с работы могут звонить, и жалеешь, что не взял.","Бывает звонят с незнакомого номера, а ты трубку не берешь. Боишься, что это маньяк. А потом понимаешь, что это могут с работы могут звонить, и жалеешь, что не взял.",0,,,GP, setup,
1218,"Робот-пылесос подкрался ко мне сзади, сильно ударил по ноге. Окурок выпал. ","Робот-пылесос погнался за ним, всосал и уехал под кровать докуривать...","Робот-пылесос подкрался ко мне сзади, сильно ударил по ноге. Окурок выпал. 
Робот-пылесос погнался за ним, всосал и уехал под кровать докуривать...",1,GP, setup,GP, setup,
1218,"Робот-пылесос подкрался ко мне сзади, сильно ударил по ноге. Окурок выпал. ","Робот-пылесос погнался за ним, всосал и уехал под кровать пылесосить…","Робот-пылесос подкрался ко мне сзади, сильно ударил по ноге. Окурок выпал. 
Робот-пылесос погнался за ним, всосал и уехал под кровать пылесосить…",0,,,GP, setup,
1219,Хорош в постели —,в определенном возрасте это начинает означать не храпит и не перетягивает на себя всё одеяло.,Хорош в постели — в определенном возрасте это начинает означать не храпит и не перетягивает на себя всё одеяло.,1,GP, setup,GP, setup,
1219,Хорош в постели —,в определенном возрасте это начинает означать долго не кончает и не перетягивает на себя всё внимание.,Хорош в постели — в определенном возрасте это начинает означать долго не кончает и не перетягивает на себя всё внимание.,0,,,GP, setup,
1220,После бурной ссоры с женой муж быстро остыл.,До комнатной температуры.,После бурной ссоры с женой муж быстро остыл. До комнатной температуры.,1,GP, setup,GP, setup,
1220,После бурной ссоры с женой муж быстро остыл.,До спокойного состояния.,После бурной ссоры с женой муж быстро остыл. До спокойного состояния.,0,,,GP, setup,
1221,Штирлиц играл в карты и проигрался. Но Штирлиц умел делать хорошую мину при плохой игре.,"Когда Штирлиц покинул компанию, мина сработала.","Штирлиц играл в карты и проигрался. Но Штирлиц умел делать хорошую мину при плохой игре. Когда Штирлиц покинул компанию, мина сработала.",1,GP, setup,GP, setup,nopair
